nome_completo,prim_habi,data_nasci,local_nasci,uf_3,data_emissao,validade,doc_identida,org_emissor,uf_4c,cpf,num_regis,categoria,pai,mae,assinatura
Livia Vargas,B,30/08/2001,Costela,GO,20/10/2021,18/10/2031,28.561.618-8,IIRGD,ES,428.713.609-87,57095761099,B,Alexandre Albuquerque,Agatha Cassiano,Livia Vargas
Igor Rezende,A,26/06/1972,Aragao,PI,26/02/2017,24/02/2027,89.731.221-4,SSP,MG,034.987.265-10,88024440795,A,Otavio Novais,Marcela da Rosa,Igor Rezende
Bernardo Viana,A,11/02/2003,Marques,RR,12/06/2023,09/06/2033,48.588.962-5,IFP,AP,624.908.731-13,69229112717,A,Marcelo Rezende,Lara Novaes,Bernardo Viana
Aurora da Mota,B,16/06/1983,Nascimento das Pedras,PA,04/12/2020,02/12/2030,79.984.741-9,DETRAN,PE,682.351.074-90,13817692187,B,Nicolas Nogueira,Ester Moura,Aurora da Mota
Henrique Ribeiro,A,28/09/1982,Moreira,MT,10/05/2020,08/05/2030,22.249.809-4,IIRGD,BA,906.124.837-03,96590689647,A,Vitor Gabriel Barros,Alice Mendes,Henrique Ribeiro
Maria Sophia Aragao,B,11/11/2004,Albuquerque,PI,19/05/2023,16/05/2033,79.862.251-0,IFP,RN,645.123.098-70,05062865473,B,Anthony Fonseca,Joana Fogaca,Maria Sophia Aragao
Heloisa Goncalves,B,08/04/1953,Farias do Sul,RN,18/02/2023,15/02/2033,67.649.733-8,SSP,AM,638.710.254-53,09041435003,B,Samuel Santos,Anna Liz da Cruz,Heloisa Goncalves
Agatha Fernandes,D,04/09/1985,Borges,DF,20/06/2021,18/06/2031,57.262.193-4,DETRAN,BA,312.806.745-71,73941603311,D,Nicolas da Mota,Dra. Laura Jesus,Agatha Fernandes
Yuri Pacheco,D,07/09/1986,Freitas,BA,11/06/2017,09/06/2027,77.125.198-4,IIRGD,BA,098.362.547-65,20693081727,D,Heitor Nogueira,Lunna Silveira,Yuri Pacheco
Marina Rezende,C,12/06/1996,Rocha,SC,25/11/2022,22/11/2032,32.302.866-5,IFP,PB,162.487.035-07,65045268191,C,Dr. Isaac Moraes,Srta. Olivia Teixeira,Marina Rezende
Isaac Montenegro,D,10/03/1997,Goncalves,PI,29/04/2019,26/04/2029,60.389.533-7,IPF,RS,731.094.285-04,23866436764,D,Benjamin Cavalcante,Sra. Manuella Camara,Isaac Montenegro
Maria Clara Brito,C,09/02/1993,Machado,RJ,12/04/2023,09/04/2033,36.374.874-4,IIRGD,PR,371.596.284-46,62459538108,C,Leonardo Pereira,Mirella Rodrigues,Maria Clara Brito
Asafe Siqueira,E,06/06/1987,Casa Grande,RO,26/06/2020,24/06/2030,86.951.109-5,IIRGD,PB,724.986.130-13,13630147710,E,Vinicius Rios,Ana Julia Guerra,Asafe Siqueira
Theo Barros,E,23/07/1961,Fernandes do Galho,MG,21/03/2019,18/03/2029,19.182.647-5,SSP,RJ,712.659.340-61,37913828292,E,Kaique Viana,Srta. Maria Flor Porto,Theo Barros
Diogo Pimenta,D,24/07/1983,Araujo do Galho,MG,14/04/2017,12/04/2027,73.419.640-2,IIRGD,PI,329.805.471-23,25625982186,D,Dr. Rafael Sampaio,Maysa Cassiano,Diogo Pimenta
Livia Monteiro,E,28/01/1956,Viana,DF,20/09/2022,17/09/2032,23.697.852-6,IFP,MG,108.365.279-68,19177029379,E,Francisco Camara,Sara Monteiro,Livia Monteiro
Dra. Maysa Lima,C,02/12/1968,Monteiro,SP,25/05/2020,23/05/2030,22.150.328-5,IIRGD,RN,534.762.910-06,68354030560,C,Sr. Diego Peixoto,Hadassa Garcia,Dra. Maysa Lima
Stella Silva,B,12/09/1995,Sampaio,PE,14/08/2020,12/08/2030,18.649.192-8,SSP,PA,241.538.697-91,38731449524,B,Pedro Carvalho,Milena Almeida,Stella Silva
Jade Castro,B,15/07/1965,da Mota da Mata,CE,31/05/2017,29/05/2027,74.970.226-1,IFP,PB,287.591.360-30,93017472077,B,Thales Albuquerque,Isabela Rodrigues,Jade Castro
Joaquim Pimenta,E,05/05/1969,Teixeira de Rocha,AP,01/02/2024,29/01/2034,25.993.308-4,IFP,AM,958.741.623-64,42374965457,E,Dr. Oliver Nascimento,Maria Julia da Rosa,Joaquim Pimenta
Srta. Juliana Jesus,E,24/10/1949,Marques da Praia,CE,08/03/2024,06/03/2034,49.692.625-3,IFP,SP,895.472.610-02,43350251157,E,Enrico Costela,Emanuella Viana,Srta. Juliana Jesus
Pietra da Rocha,D,24/08/2001,Novaes,BA,29/04/2018,26/04/2028,63.161.526-9,PC,AM,748.561.203-44,39240384825,D,Asafe Brito,Emanuelly Novais,Pietra da Rocha
Sr. Igor Goncalves,C,21/03/1959,Moraes,AC,01/05/2016,29/04/2026,21.754.241-1,IPF,SP,957.410.632-25,79734951529,C,Theo Teixeira,Evelyn Correia,Sr. Igor Goncalves
Matteo Cavalcante,E,24/10/1993,da Cunha Verde,MS,29/12/2020,27/12/2030,67.866.116-5,IFP,SC,579.431.680-20,75103794302,E,Caleb Nogueira,Sra. Aylla Farias,Matteo Cavalcante
Valentina Lopes,B,08/06/1950,Fogaca,RJ,11/07/2017,09/07/2027,89.921.853-1,PC,DF,814.035.962-98,01348586994,B,Sr. Guilherme Santos,Manuella Pinto,Valentina Lopes
Davi Ferreira,E,21/05/1975,Campos das Pedras,MG,14/01/2022,12/01/2032,28.438.758-8,IPF,BA,956.418.703-66,83577755033,E,Caua Guerra,Alana Cirino,Davi Ferreira
Liz Rezende,D,17/05/1999,Araujo,MG,10/07/2024,08/07/2034,82.260.125-5,IFP,PA,537.428.960-83,80248153931,D,Paulo Souza,Mariane Caldeira,Liz Rezende
Ester Viana,E,29/07/1997,Fogaca de Ramos,AM,27/12/2020,25/12/2030,23.104.215-7,SSP,PB,894.231.607-78,87479200390,E,Pedro Miguel Cirino,Julia Brito,Ester Viana
Igor Rios,D,03/02/1945,da Mata,AL,08/05/2016,06/05/2026,29.512.206-8,IFP,CE,295.603.781-12,66071643813,D,Dr. Rodrigo Ferreira,Isis Pinto,Igor Rios
Sr. Thales Jesus,A,05/11/1989,Fogaca do Amparo,GO,11/05/2016,09/05/2026,73.929.618-8,IFP,SE,792.613.054-07,11395874769,A,Thiago Barros,Lunna Nunes,Sr. Thales Jesus
Ayla Andrade,E,17/11/1953,Nogueira,MS,31/03/2016,29/03/2026,20.568.736-8,IIRGD,MG,193.206.875-95,83539903752,E,Samuel Silva,Eloa Pires,Ayla Andrade
Fernanda Nascimento,E,20/06/1972,Lima de Sales,RN,19/10/2019,16/10/2029,39.535.239-1,IFP,SE,178.356.902-68,70845275201,E,Diego Fernandes,Sra. Ana Almeida,Fernanda Nascimento
Allana Caldeira,E,05/01/1984,Fonseca do Galho,PB,04/05/2020,02/05/2030,95.957.483-3,IPF,AM,325.041.768-80,06608226300,E,Renan Aparecida,Lara Andrade,Allana Caldeira
Emanuella Pires,A,15/12/1968,da Cruz,BA,13/02/2018,11/02/2028,67.927.631-1,IFP,GO,570.481.692-49,35022536979,A,Isaque Araujo,Carolina Cavalcante,Emanuella Pires
Isabelly Costa,A,04/07/1967,Sa,MS,23/02/2022,21/02/2032,26.335.461-9,IIRGD,RO,570.412.936-61,55413979667,A,Joao da Rosa,Eloah das Neves,Isabelly Costa
Rafaela Gomes,E,10/03/1962,Barbosa do Amparo,GO,02/12/2016,30/11/2026,28.545.421-6,SSP,SP,079.562.843-92,90010457981,E,Dr. Leo Garcia,Anna Liz Monteiro,Rafaela Gomes
Noah Pires,C,20/01/1993,Almeida das Pedras,MT,26/12/2023,23/12/2033,23.410.487-0,SSP,RS,782.530.149-88,69491370458,C,Dr. Luiz Felipe Sales,Dra. Maria Vitoria Mendonca,Noah Pires
Juan Rezende,B,06/06/1945,da Cunha,MG,19/08/2019,16/08/2029,29.679.714-3,IPF,MS,348.052.679-92,77328239148,B,Caua Barros,Maria Helena Sampaio,Juan Rezende
Leticia Leao,A,12/09/1995,da Cruz das Pedras,AP,11/12/2022,08/12/2032,31.390.359-5,IFP,RS,567.810.249-49,89617341579,A,Oliver Viana,Julia da Luz,Leticia Leao
Maria Alice Ramos,B,06/01/2006,Rocha das Pedras,ES,15/08/2016,13/08/2026,64.649.325-5,SSP,MT,469.780.132-69,91318691719,B,Rafael Nunes,Lara Ramos,Maria Alice Ramos
Lavinia Aparecida,D,23/01/1970,Brito,RJ,07/09/2021,05/09/2031,63.345.579-1,IPF,RO,081.534.792-88,36157545026,D,Thiago Azevedo,Alexia da Mota,Lavinia Aparecida
Dr. Renan Carvalho,E,10/02/1982,Silveira,MA,24/04/2021,22/04/2031,37.169.754-4,IFP,PE,483.019.657-20,14341125060,E,Sr. Benicio Abreu,Valentina Cassiano,Dr. Renan Carvalho
Marcelo Marques,E,14/06/1993,Aparecida Verde,RJ,26/10/2023,23/10/2033,32.460.659-2,SSP,MG,745.692.183-00,45011496802,E,Nicolas Andrade,Ana Sophia da Cruz,Marcelo Marques
Thiago Rodrigues,A,20/02/1958,Albuquerque Grande,RS,24/08/2023,21/08/2033,19.326.312-2,PC,PA,785.962.104-58,74407599058,A,Gustavo Henrique Rodrigues,Sra. Manuela Abreu,Thiago Rodrigues
Olivia Macedo,D,26/01/1966,Camara,AM,09/01/2016,06/01/2026,61.299.750-4,DETRAN,BA,045.296.371-07,71158172293,D,Jose da Luz,Maria Helena da Cruz,Olivia Macedo
Jose Miguel Rodrigues,D,30/01/1956,Moura do Norte,SC,17/03/2019,14/03/2029,49.653.499-0,IIRGD,RS,258.631.097-77,69257619916,D,Thales Alves,Clara Lima,Jose Miguel Rodrigues
Sr. Ravi Albuquerque,B,06/05/1997,Macedo,SC,14/03/2024,12/03/2034,80.967.374-8,IFP,MT,273.896.105-30,15012745753,B,Lucas Gabriel Aparecida,Alana Cassiano,Sr. Ravi Albuquerque
Milena Moraes,D,09/11/1956,Rios de Cardoso,CE,24/08/2022,21/08/2032,70.853.272-6,SSP,AP,825.947.630-47,91787533923,D,Gabriel da Cunha,Sra. Sabrina Novais,Milena Moraes
Carlos Eduardo Rios,C,01/12/1957,Martins de Campos,CE,31/10/2018,28/10/2028,60.839.668-1,IFP,GO,435.798.620-65,02424453129,C,Sr. Benicio Fernandes,Bianca Macedo,Carlos Eduardo Rios
Lorenzo Correia,E,28/03/1969,Nunes das Flores,AP,17/02/2020,14/02/2030,98.388.333-2,SSP,CE,094.625.187-85,44638949443,E,Sr. Andre Mendonca,Sophia Ribeiro,Lorenzo Correia
Maria Liz Sales,B,14/11/1958,Rodrigues do Campo,AP,19/12/2021,17/12/2031,85.778.290-4,PC,PE,428.135.067-53,88506580735,B,Thales Sa,Srta. Stephany Porto,Maria Liz Sales
Luigi Cavalcanti,C,16/06/1951,Santos,RN,17/08/2017,15/08/2027,55.647.250-9,IPF,RO,543.019.678-93,36764198589,C,Felipe Aragao,Sra. Maria Flor Marques,Luigi Cavalcanti
Danilo Moreira,B,10/07/1955,Vieira de Sales,BA,15/05/2019,12/05/2029,82.646.386-5,IFP,MA,572.096.341-34,58652158204,B,Anthony Gabriel Oliveira,Gabrielly Montenegro,Danilo Moreira
Nicole Borges,A,14/04/1972,Sousa do Norte,DF,31/10/2019,28/10/2029,31.820.729-5,PC,TO,273.064.918-22,65932685452,A,Gael Henrique Pimenta,Bella Rodrigues,Nicole Borges
Joao Felipe Guerra,A,09/08/1959,Cavalcanti,MG,28/06/2023,25/06/2033,70.444.233-6,DETRAN,DF,305.194.628-15,06923951452,A,Gustavo Henrique Camargo,Lunna Novaes,Joao Felipe Guerra
Henrique Oliveira,B,15/09/1972,Moura,RR,10/06/2023,07/06/2033,92.658.255-7,IFP,MS,271.605.948-94,52485369486,B,Caua Montenegro,Esther Gomes,Henrique Oliveira
Emanuel Mendonca,C,25/03/2003,Aparecida do Norte,AL,19/05/2021,17/05/2031,29.136.373-3,IPF,DF,580.926.314-33,38114456255,C,Vitor Mendonca,Carolina Silveira,Emanuel Mendonca
Enzo Gabriel Gomes,B,17/04/1975,da Rosa,CE,16/02/2019,13/02/2029,16.361.333-9,PC,PA,381.704.295-79,01764087380,B,Francisco Santos,Dra. Maria Eduarda da Conceicao,Enzo Gabriel Gomes
Renan Leao,D,03/08/1988,Moura das Flores,MS,12/01/2018,10/01/2028,54.235.308-8,IPF,SC,087.641.325-44,62212074699,D,Theo Cavalcanti,Srta. Maria Cecilia Pastor,Renan Leao
Nicole Casa Grande,D,14/08/1998,Teixeira das Flores,PI,14/06/2017,12/06/2027,74.797.592-7,IPF,PI,867.041.253-53,00591151917,D,Dr. Asafe Nunes,Cecilia Rezende,Nicole Casa Grande
Thales Machado,E,06/11/1946,Abreu,AP,07/11/2018,04/11/2028,66.105.106-5,IFP,MA,238.049.175-50,67684865941,E,Sr. Henry Gabriel Pinto,Dra. Agatha Almeida,Thales Machado
Joao Felipe Leao,D,23/06/1948,Pacheco,AL,24/06/2017,22/06/2027,62.265.892-5,IPF,SP,301.789.465-75,74233834521,D,Nicolas Pinto,Marcela Sa,Joao Felipe Leao
Kevin Araujo,C,10/02/1969,Fernandes da Serra,RO,07/09/2022,04/09/2032,12.706.599-1,IIRGD,PE,319.428.570-04,56849016388,C,Benicio Melo,Srta. Maria Julia Rios,Kevin Araujo
Leandro Pereira,A,30/10/1958,Sales,TO,07/12/2022,04/12/2032,32.861.436-7,IFP,RN,259.738.461-64,37333812511,A,Dr. Davi Lucas da Cruz,Eloa Sales,Leandro Pereira
Dr. Davi Lucca Cavalcanti,A,03/07/1967,Macedo das Pedras,CE,11/05/2020,09/05/2030,62.780.439-7,IPF,AC,390.247.165-43,07240877877,A,Sr. Pedro Silveira,Lais Gomes,Dr. Davi Lucca Cavalcanti
Sara Camara,B,18/10/1981,Santos das Flores,BA,08/11/2024,06/11/2034,99.611.432-6,PC,ES,560.892.143-70,43610340065,B,Davi Lucca Nogueira,Maria Helena Guerra,Sara Camara
Maria Vitoria da Mata,D,08/12/1984,Aparecida,BA,27/01/2020,24/01/2030,85.631.563-7,IIRGD,MA,154.709.326-99,85429177684,D,Antonio Pastor,Laura Caldeira,Maria Vitoria da Mata
Joao Lucas Pires,D,22/03/1966,Guerra de Pimenta,ES,29/02/2024,26/02/2034,65.147.130-8,IPF,PA,562.473.018-71,32866990504,D,Caua Barbosa,Stella Andrade,Joao Lucas Pires
Davi Lucca Souza,E,26/09/1954,Cavalcanti,AL,29/01/2017,27/01/2027,87.301.502-5,IPF,DF,504.376.829-00,94937237074,E,Raul Araujo,Lais Lopes,Davi Lucca Souza
Fernando Nogueira,A,03/01/2003,Nogueira do Oeste,PB,30/08/2016,28/08/2026,35.315.586-1,DETRAN,DF,384.015.296-89,83729293923,A,Gabriel Sales,Ana Laura Melo,Fernando Nogueira
Emanuel Oliveira,E,25/12/1990,Mendes,PA,09/03/2017,07/03/2027,19.312.596-6,PC,RR,371.540.869-39,20770330646,E,Isaac Fogaca,Kamilly Machado,Emanuel Oliveira
Livia Rios,A,25/09/1955,Viana da Prata,MT,08/02/2023,05/02/2033,55.464.495-7,IFP,MT,853.619.740-48,69841132345,A,Joao Alves,Zoe das Neves,Livia Rios
Ana Vitoria Sa,D,22/01/1962,Vasconcelos,PR,12/02/2024,09/02/2034,47.842.707-6,SSP,PR,391.876.542-37,01491464414,D,Samuel Cavalcante,Giovanna Pimenta,Ana Vitoria Sa
Pedro Castro,C,02/04/1993,Dias,MA,04/10/2017,02/10/2027,48.174.912-3,IIRGD,AP,461.297.385-28,75790506076,C,Fernando Machado,Maria Laura Nascimento,Pedro Castro
Maria Liz Montenegro,D,13/04/1998,Lopes dos Dourados,RN,22/04/2023,19/04/2033,67.371.188-2,PC,ES,182.769.354-19,23775569710,D,Davi Miguel Freitas,Raquel Fonseca,Maria Liz Montenegro
Marcelo Rios,D,16/06/2002,Goncalves da Prata,SC,20/06/2022,17/06/2032,12.409.498-2,IIRGD,ES,591.723.640-25,15668451573,D,Breno Araujo,Maria Luiza Sampaio,Marcelo Rios
Jose Pedro Barbosa,E,25/05/1949,Pimenta da Prata,MT,22/02/2019,19/02/2029,57.213.677-0,SSP,PR,267.951.830-68,49240349046,E,Mathias Moreira,Ana Clara Dias,Jose Pedro Barbosa
Srta. Helena Cardoso,C,03/05/2005,da Mota,ES,15/08/2018,12/08/2028,61.802.706-6,SSP,PA,783.129.540-23,91240253295,C,Enzo Melo,Dra. Eloah Andrade,Srta. Helena Cardoso
Vitor Rocha,B,19/02/1992,Borges da Prata,PB,16/03/2019,13/03/2029,49.383.440-8,IPF,RR,738.906.415-39,36974236089,B,Lucca Correia,Maite Moraes,Vitor Rocha
Isabella Sousa,C,07/02/1959,Pires da Praia,TO,26/09/2017,24/09/2027,53.974.977-4,PC,AP,271.064.385-53,88710918430,C,Lucas Gabriel Cirino,Dra. Julia Borges,Isabella Sousa
Juliana Camargo,B,11/11/1991,Cassiano,AL,16/11/2018,13/11/2028,36.603.329-3,DETRAN,RJ,651.820.943-70,12384819248,B,Joao Vitor Cirino,Julia Casa Grande,Juliana Camargo
Kaique da Rosa,D,06/05/1978,Novais,PR,15/02/2020,12/02/2030,71.273.488-1,IFP,MT,758.319.402-41,51558535202,D,Daniel Mendes,Joana Campos,Kaique da Rosa
Sra. Ana Clara Farias,E,19/07/1977,Farias,AC,08/02/2017,06/02/2027,46.835.686-0,DETRAN,SE,216.850.394-05,44188474296,E,Eduardo Teixeira,Sarah Melo,Sra. Ana Clara Farias
Lucas Gabriel Araujo,E,14/05/1994,Jesus das Flores,AP,30/10/2019,27/10/2029,39.327.546-6,SSP,RO,204.571.986-30,95623836742,E,Benicio Rezende,Luna Nunes,Lucas Gabriel Araujo
Srta. Maria Luiza Nogueira,A,04/08/2003,da Paz,SC,13/01/2020,10/01/2030,25.867.571-0,SSP,RN,904.153.268-42,98283883220,A,Dr. Davi Luiz Oliveira,Zoe Siqueira,Srta. Maria Luiza Nogueira
Theo da Paz,B,27/08/1966,Oliveira de Goias,RO,20/12/2016,18/12/2026,22.990.884-7,IFP,RO,316.509.782-86,32150277046,B,Pedro Aragao,Maria Laura Gomes,Theo da Paz
Sra. Gabrielly das Neves,D,15/05/2001,Araujo,SP,30/08/2017,28/08/2027,89.154.807-8,IFP,MS,820.516.479-76,27382420635,D,Raul Sousa,Agatha Freitas,Sra. Gabrielly das Neves
Theo Santos,E,29/09/1955,Farias,RJ,17/09/2019,14/09/2029,81.900.237-8,SSP,PI,861.035.729-59,13254711903,E,Davi Miguel Almeida,Eloa Souza,Theo Santos
Bento Lima,A,24/09/1964,Cardoso do Oeste,SE,08/12/2017,06/12/2027,24.613.710-6,IIRGD,PB,173.659.482-64,00942843369,A,Andre Ramos,Maria Fernanda Silva,Bento Lima
Srta. Manuella Cavalcanti,D,08/08/1981,Guerra da Prata,ES,13/01/2023,10/01/2033,79.924.159-8,DETRAN,TO,816.534.702-08,82251721657,D,Joao Vitor Aparecida,Sophia da Mota,Srta. Manuella Cavalcanti
Dr. Thales Pastor,D,30/03/1973,Marques,SE,18/04/2021,16/04/2031,19.868.879-3,PC,RJ,842.513.679-28,57185932706,D,Gustavo Henrique Duarte,Sofia Nascimento,Dr. Thales Pastor
Maria Isis Pires,C,09/11/1994,Rocha do Galho,PI,19/05/2018,16/05/2028,18.127.913-1,DETRAN,AC,760.328.941-69,29564345703,C,Dr. Bryan da Costa,Ana Beatriz Santos,Maria Isis Pires
Davi Miguel Sales,B,17/05/1977,Pastor das Pedras,PI,25/05/2022,22/05/2032,47.595.174-1,IPF,SC,053.249.186-60,39800688564,B,Thales Casa Grande,Brenda Fernandes,Davi Miguel Sales
Emilly Araujo,E,22/04/1992,Aragao das Flores,MA,25/05/2021,23/05/2031,58.774.407-7,IFP,BA,952.641.378-46,27108507307,E,Arthur Miguel Dias,Evelyn Costela,Emilly Araujo
Maria Isis Pinto,C,16/06/1980,Sousa,RR,15/11/2018,12/11/2028,97.982.106-7,DETRAN,MA,107.462.539-07,00210545974,C,Anthony Gabriel Pastor,Luiza Camargo,Maria Isis Pinto
Rafael Brito,A,28/05/1997,Oliveira,AM,25/02/2023,22/02/2033,23.820.274-7,DETRAN,CE,840.935.126-98,47077230600,A,Dr. Samuel da Cruz,Sra. Allana Ribeiro,Rafael Brito
Ian Camargo,E,09/02/1976,Pastor,SE,13/05/2020,11/05/2030,13.647.321-3,IPF,RN,490.873.512-32,18468443604,E,Dante da Cunha,Isabel Mendonca,Ian Camargo
Andre Pastor,E,15/02/1990,Freitas,AM,10/07/2024,08/07/2034,17.453.190-5,IIRGD,AL,218.794.603-78,14239318800,E,Carlos Eduardo Aparecida,Maria Luisa Pastor,Andre Pastor
Esther Pastor,B,11/04/1990,Lopes Paulista,PE,16/07/2019,13/07/2029,44.115.720-6,PC,PI,053.692.841-05,64810001440,B,Henry Farias,Emilly das Neves,Esther Pastor
Julia Alves,E,30/11/1977,Camargo,AL,16/08/2020,14/08/2030,29.564.364-8,DETRAN,MT,351.097.426-34,87816172430,E,Miguel Pereira,Carolina Guerra,Julia Alves
Stephany Teixeira,C,01/10/1981,Mendonca,SE,20/07/2017,18/07/2027,18.551.327-8,PC,MS,652.930.714-16,57390321263,C,Renan Teixeira,Dra. Heloisa Sales,Stephany Teixeira
Daniela Correia,D,28/05/1979,Machado,PR,23/01/2023,20/01/2033,12.684.760-6,PC,PE,265.743.809-10,12598278879,D,Yago Martins,Aylla Rocha,Daniela Correia
Maria Sa,D,13/06/1953,Nascimento,DF,03/07/2019,30/06/2029,73.879.374-1,IPF,MT,370.596.421-61,04040849342,D,Diego Souza,Maite Freitas,Maria Sa
Evelyn Pastor,A,13/12/1972,Pimenta do Amparo,AP,23/05/2023,20/05/2033,85.632.621-7,PC,DF,861.590.743-93,14225855323,A,Benicio Garcia,Srta. Ana Sophia Novais,Evelyn Pastor
Anna Liz das Neves,D,30/05/1971,da Conceicao de Barbosa,AC,25/12/2021,23/12/2031,79.253.585-8,IIRGD,MG,860.924.571-30,98321201799,D,Davi Miguel Borges,Srta. Marcela Sampaio,Anna Liz das Neves
Evelyn Vieira,E,28/02/1963,Ramos,BA,16/03/2024,14/03/2034,64.899.205-1,DETRAN,SC,921.480.357-97,17784944372,E,Pedro Garcia,Dra. Camila Araujo,Evelyn Vieira
Antony Barbosa,C,10/01/1959,Fernandes,AM,01/10/2021,29/09/2031,94.176.143-4,IIRGD,RN,976.358.402-74,19269996821,C,Francisco da Cunha,Jade Melo,Antony Barbosa
Miguel da Conceicao,D,22/01/1976,Campos da Prata,AL,27/11/2017,25/11/2027,47.478.348-8,DETRAN,PI,725.069.834-65,13403294749,D,Thales Vieira,Dra. Camila Duarte,Miguel da Conceicao
Barbara Leao,D,18/09/1986,Silveira,SP,16/07/2016,14/07/2026,15.922.325-9,IIRGD,RS,418.372.950-50,32508255525,D,Dr. Renan Ribeiro,Zoe Rodrigues,Barbara Leao
Maria Sophia Viana,C,11/02/1991,da Conceicao da Serra,SE,24/08/2018,21/08/2028,34.688.887-5,PC,GO,817.456.239-73,36488941002,C,Pedro Lucas Cavalcanti,Melissa da Rocha,Maria Sophia Viana
Laura Nascimento,D,22/10/1996,Guerra de da Paz,AC,21/06/2019,18/06/2029,59.672.527-8,DETRAN,PA,058.319.642-05,88381912793,D,Enrico Marques,Dra. Ana Clara Barros,Laura Nascimento
Murilo Siqueira,C,30/04/1998,Marques de Araujo,PE,28/01/2023,25/01/2033,13.736.589-5,DETRAN,DF,210.347.896-78,39651355733,C,Gael Henrique da Paz,Allana Mendes,Murilo Siqueira
Benicio Fonseca,E,27/12/1973,da Rosa do Sul,SC,31/08/2023,28/08/2033,37.444.671-1,PC,PB,589.401.372-05,35333738695,E,Sr. Matteo Porto,Anna Liz Alves,Benicio Fonseca
Maria Sampaio,C,17/10/1993,Nogueira,AM,06/06/2021,04/06/2031,48.131.351-3,IIRGD,TO,485.206.179-30,27441276155,C,Heitor Ribeiro,Joana Lima,Maria Sampaio
Valentina da Rosa,B,27/05/1969,Marques,PI,07/11/2019,04/11/2029,38.475.630-8,DETRAN,ES,431.879.065-75,64370564478,B,Sr. Henry Jesus,Ana Livia Rodrigues,Valentina da Rosa
Srta. Agatha Melo,B,10/08/1951,Costela,RS,18/09/2022,15/09/2032,72.731.788-7,DETRAN,RS,567.234.108-07,58928092158,B,Brayan Castro,Dra. Marcela Cirino,Srta. Agatha Melo
Amanda Costa,C,24/09/1956,da Rocha,PI,08/09/2023,05/09/2033,51.490.399-2,PC,PA,567.142.098-94,59704972054,C,Rael Farias,Heloisa Cunha,Amanda Costa
Lara Rios,D,27/01/1952,Pastor,MT,11/06/2019,08/06/2029,19.654.783-4,PC,RR,961.827.034-31,98119037509,D,Alexandre Duarte,Marina Fonseca,Lara Rios
Dra. Raquel Gomes,A,18/02/1962,Brito,PE,24/10/2016,22/10/2026,45.283.905-4,IFP,RS,391.680.542-89,47323863434,A,Daniel Cardoso,Ayla Mendes,Dra. Raquel Gomes
Livia Ramos,C,29/04/1999,Cardoso da Serra,AM,10/11/2022,07/11/2032,80.637.550-7,SSP,SP,926.813.540-05,65132968590,C,Dr. Leonardo Nascimento,Sophie Pacheco,Livia Ramos
Kevin Dias,D,02/12/1948,Costela,AP,15/01/2022,13/01/2032,74.776.367-5,DETRAN,BA,167.903.425-16,49194837121,D,Lorenzo Cardoso,Eloah Moraes,Kevin Dias
Henrique Andrade,C,02/04/1966,da Luz,AL,17/08/2022,14/08/2032,15.370.413-6,IPF,ES,791.685.203-95,90733146376,C,Joao Felipe Mendes,Amanda Barros,Henrique Andrade
Sophie da Conceicao,A,14/12/1971,Nogueira do Campo,AM,11/08/2021,09/08/2031,20.112.622-4,IIRGD,TO,421.709.683-69,82788645861,A,Andre da Cruz,Clara Guerra,Sophie da Conceicao
Ana Liz Novaes,C,27/04/1983,da Paz de Minas,PA,19/11/2023,16/11/2033,22.992.922-9,IFP,MA,476.918.305-48,05929026719,C,Sr. Antony Pastor,Sra. Ana Beatriz Alves,Ana Liz Novaes
Manuela Leao,A,11/05/1961,Rios Verde,PA,12/09/2017,10/09/2027,62.191.575-7,DETRAN,TO,794.165.823-28,51221503164,A,Bryan Cavalcanti,Dra. Bella Pastor,Manuela Leao
Daniel Rocha,A,15/02/1997,Silveira,SC,25/09/2024,23/09/2034,37.767.939-1,SSP,SE,819.743.026-87,25409881590,A,Dr. Matteo Costa,Mariah da Luz,Daniel Rocha
Dra. Luana Lima,E,20/04/1961,Goncalves do Galho,AL,07/03/2022,04/03/2032,11.838.868-2,IIRGD,DF,705.346.928-00,92842529669,E,Benicio Ramos,Ester Souza,Dra. Luana Lima
Guilherme Leao,B,28/03/1954,Campos,RO,25/12/2023,22/12/2033,13.826.202-9,SSP,DF,587.640.932-47,84100294636,B,Rafael Cunha,Heloisa Castro,Guilherme Leao
Leandro Castro,C,25/08/1947,Silveira,MT,17/06/2021,15/06/2031,61.195.708-7,DETRAN,AM,194.365.782-37,51189508457,C,Pietro Machado,Carolina Rezende,Leandro Castro
Agatha Goncalves,D,23/03/1977,Vasconcelos,MG,29/11/2020,27/11/2030,17.681.865-4,DETRAN,MA,521.897.640-76,63243450730,D,Pedro Miguel Alves,Rebeca Vargas,Agatha Goncalves
Vitor Macedo,D,06/05/1954,Peixoto,DF,08/02/2016,05/02/2026,33.539.565-7,PC,PI,568.490.713-00,95818238912,D,Enrico Macedo,Emanuelly Costela,Vitor Macedo
Ana Clara Fernandes,A,10/05/1997,Campos de das Neves,AP,20/06/2020,18/06/2030,95.922.994-8,PC,RN,836.924.071-22,00981415634,A,Sr. Levi Barros,Antonella Costa,Ana Clara Fernandes
